State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Telangana,2019,4,Nirmal,528301,1133229683,19.1040149,78.340105,Southern Region
Telangana,2019,4,Mahabubabad,850549,1675353014,19.1040149,78.340105,Southern Region
Telangana,2019,4,Sangareddy,3687957,6643761917,19.1040149,78.340105,Southern Region
Telangana,2019,4,Wanaparthy,507428,1216946623,16.3637095,78.0647251,Southern Region
Telangana,2019,4,Vikarabad,688709,1424370973,16.3637095,78.0647251,Southern Region
Telangana,2019,4,Jagtial,853526,1885810564,16.3637095,78.0647251,Southern Region
Telangana,2019,4,Yadadri Bhuvanagiri,1376210,2917661179,16.3637095,78.0647251,Southern Region
Telangana,2019,4,Medak,746346,1468382159,16.3637095,78.0647251,Southern Region
Telangana,2019,4,Mahbubnagar,1133602,2409813569,16.5,78.25,Southern Region
Telangana,2019,4,Jaya Shankar Bhalupally,636364,1456148258,16.5,78.25,Southern Region
Telangana,2019,4,Warangal Urban,4698981,7877138784,16.5,78.25,Southern Region
Telangana,2019,4,Rangareddy,31237803,44757331444,16.5,78.25,Southern Region
Telangana,2019,4,Hyderabad,72987282,1.3023E+11,16.5,78.25,Southern Region
Telangana,2019,4,Suryapet,1055324,2378054141,16.5,78.25,Southern Region
Telangana,2019,4,Jogulamba Gadwal,521737,1114452481,16.5,78.25,Southern Region
Telangana,2019,4,Kamareddy,896879,1897721265,16.5,78.25,Southern Region
Telangana,2019,4,Mulugu,276728,653079691.2,16.5,78.25,Southern Region
Telangana,2019,4,Medchal Malkajgiri,22999944,31417907130,16.5,78.25,Southern Region
Telangana,2019,4,Karimnagar,2289360,4404111001,18.4424788,79.13072656,Southern Region
Telangana,2019,4,Mancherial,1219849,2827258423,18.4424788,79.13072656,Southern Region
Telangana,2019,4,Siddipet,1508776,3271349293,18.03098145,78.87839646,Southern Region
Telangana,2019,4,Khammam,1917973,3902061677,17.250782,80.1524,Southern Region
Telangana,2020,1,Narayanpet,455130,1067253461,10.6878621,79.49794371,Southern Region
Telangana,2020,1,Nalgonda,2636023,6345459439,17.0557615,79.2779955,Southern Region
Telangana,2020,1,Jangaon,1358798,2902674910,17.0557615,79.2779955,Southern Region
Telangana,2020,1,Bhadradri Kothagudem,1849454,4548915939,17.0557615,79.2779955,Southern Region
Telangana,2020,1,Warangal Rural,1380277,2762397109,17.0557615,79.2779955,Southern Region
Telangana,2020,1,Kumuram Bheem Asifabad,431200,924829748.7,17.0557615,79.2779955,Southern Region
Telangana,2020,1,Nizamabad,2202642,4951415940,18.6687404,78.0989938,Southern Region
Telangana,2020,1,Adilabad,521578,1199179008,19.1040149,78.340105,Southern Region
Telangana,2020,1,Rajanna Sircilla,771444,1821242660,19.1040149,78.340105,Southern Region
Telangana,2020,1,Nagarkurnool,1379087,3566283298,19.1040149,78.340105,Southern Region
Telangana,2020,1,Peddapalle,1794982,3975776398,19.1040149,78.340105,Southern Region
Telangana,2020,1,Nirmal,654090,1616088714,19.1040149,78.340105,Southern Region
Telangana,2020,1,Mahabubabad,1131336,2380623171,19.1040149,78.340105,Southern Region
Telangana,2020,1,Sangareddy,4610027,8691296108,19.1040149,78.340105,Southern Region
Telangana,2020,1,Wanaparthy,705583,1719603963,16.3637095,78.0647251,Southern Region
Telangana,2020,1,Vikarabad,966022,2067670439,16.3637095,78.0647251,Southern Region
Telangana,2020,1,Jagtial,1100444,2555776131,16.3637095,78.0647251,Southern Region
Telangana,2020,1,Yadadri Bhuvanagiri,1677327,3614895963,16.3637095,78.0647251,Southern Region
Telangana,2020,1,Medak,969091,1971427872,16.3637095,78.0647251,Southern Region
Telangana,2020,1,Mahbubnagar,1439754,3050397769,16.5,78.25,Southern Region
Telangana,2020,1,Jaya Shankar Bhalupally,837146,2203226557,16.5,78.25,Southern Region
Telangana,2020,1,Warangal Urban,6200767,12008422912,16.5,78.25,Southern Region
Telangana,2020,1,Rangareddy,31802492,45881228274,16.5,78.25,Southern Region
Telangana,2020,1,Hyderabad,94177232,1.83207E+11,16.5,78.25,Southern Region
Telangana,2020,1,Suryapet,1427044,3295595248,16.5,78.25,Southern Region
Telangana,2020,1,Jogulamba Gadwal,692408,1613421876,16.5,78.25,Southern Region
Telangana,2020,1,Kamareddy,1148492,2474184243,16.5,78.25,Southern Region
Telangana,2020,1,Mulugu,436187,1155104120,16.5,78.25,Southern Region
Telangana,2020,1,Medchal Malkajgiri,25458101,37404467181,16.5,78.25,Southern Region
Telangana,2020,1,Karimnagar,3037633,6437076499,18.4424788,79.13072656,Southern Region
Telangana,2020,1,Mancherial,1708111,4017582989,18.4424788,79.13072656,Southern Region
Telangana,2020,1,Siddipet,1912271,4387174573,18.03098145,78.87839646,Southern Region
Telangana,2020,1,Khammam,2537352,5525879244,17.250782,80.1524,Southern Region
Telangana,2020,2,Narayanpet,695607,1503742472,10.6878621,79.49794371,Southern Region
Telangana,2020,2,Nalgonda,3786127,8540610043,17.0557615,79.2779955,Southern Region
Telangana,2020,2,Jangaon,1759512,3498060215,17.0557615,79.2779955,Southern Region
Telangana,2020,2,Bhadradri Kothagudem,2391943,5623659101,17.0557615,79.2779955,Southern Region
Telangana,2020,2,Warangal Rural,2026328,3918025398,17.0557615,79.2779955,Southern Region
Telangana,2020,2,Kumuram Bheem Asifabad,589630,1322968097,17.0557615,79.2779955,Southern Region
Telangana,2020,2,Nizamabad,2750473,6638415628,18.6687404,78.0989938,Southern Region
Telangana,2020,2,Adilabad,680275,1524883392,19.1040149,78.340105,Southern Region
Telangana,2020,2,Rajanna Sircilla,1005107,2223196911,19.1040149,78.340105,Southern Region
Telangana,2020,2,Nagarkurnool,2065489,4460050448,19.1040149,78.340105,Southern Region
Telangana,2020,2,Peddapalle,2293157,4788894395,19.1040149,78.340105,Southern Region
Telangana,2020,2,Nirmal,835049,2145022169,19.1040149,78.340105,Southern Region
Telangana,2020,2,Mahabubabad,1721463,3572106362,19.1040149,78.340105,Southern Region
Telangana,2020,2,Sangareddy,4807036,8780427656,19.1040149,78.340105,Southern Region
Telangana,2020,2,Wanaparthy,1041972,2330763456,16.3637095,78.0647251,Southern Region
Telangana,2020,2,Vikarabad,1337076,2336128468,16.3637095,78.0647251,Southern Region
Telangana,2020,2,Jagtial,1504160,3565039912,16.3637095,78.0647251,Southern Region
Telangana,2020,2,Yadadri Bhuvanagiri,2018354,4098335518,16.3637095,78.0647251,Southern Region
Telangana,2020,2,Medak,1281978,2500774235,16.3637095,78.0647251,Southern Region
Telangana,2020,2,Mahbubnagar,1726832,3401780719,16.5,78.25,Southern Region
Telangana,2020,2,Jaya Shankar Bhalupally,1118207,2683325971,16.5,78.25,Southern Region
Telangana,2020,2,Warangal Urban,6239185,13617334892,16.5,78.25,Southern Region
Telangana,2020,2,Rangareddy,18068048,31273545586,16.5,78.25,Southern Region
Telangana,2020,2,Hyderabad,56374644,1.3082E+11,16.5,78.25,Southern Region
Telangana,2020,2,Suryapet,2070003,5008825032,16.5,78.25,Southern Region
Telangana,2020,2,Jogulamba Gadwal,960673,2414251007,16.5,78.25,Southern Region
Telangana,2020,2,Kamareddy,1588473,3530203792,16.5,78.25,Southern Region
Telangana,2020,2,Mulugu,548767,1498496960,16.5,78.25,Southern Region
Telangana,2020,2,Medchal Malkajgiri,17860704,29732057895,16.5,78.25,Southern Region
Telangana,2020,2,Karimnagar,3030914,6621194088,18.4424788,79.13072656,Southern Region
Telangana,2020,2,Mancherial,2131238,4472790688,18.4424788,79.13072656,Southern Region
Telangana,2020,2,Siddipet,2417054,5240899390,18.03098145,78.87839646,Southern Region
Telangana,2020,2,Khammam,3329665,7845967967,17.250782,80.1524,Southern Region
Telangana,2020,3,Narayanpet,783327,1902627905,10.6878621,79.49794371,Southern Region
Telangana,2020,3,Nalgonda,5228596,12019426389,17.0557615,79.2779955,Southern Region
Telangana,2020,3,Jangaon,2017277,4140321228,17.0557615,79.2779955,Southern Region
Telangana,2020,3,Bhadradri Kothagudem,3196550,7671316620,17.0557615,79.2779955,Southern Region
Telangana,2020,3,Warangal Rural,2344202,4962993535,17.0557615,79.2779955,Southern Region
Telangana,2020,3,Kumuram Bheem Asifabad,769865,1675480570,17.0557615,79.2779955,Southern Region
Telangana,2020,3,Nizamabad,3738711,8812060817,18.6687404,78.0989938,Southern Region
Telangana,2020,3,Adilabad,897345,1988333703,19.1040149,78.340105,Southern Region
Telangana,2020,3,Rajanna Sircilla,1341971,3102179679,19.1040149,78.340105,Southern Region
Telangana,2020,3,Nagarkurnool,2457619,5813967119,19.1040149,78.340105,Southern Region
Telangana,2020,3,Peddapalle,3165247,6772933143,19.1040149,78.340105,Southern Region
Telangana,2020,3,Nirmal,1117211,3114725315,19.1040149,78.340105,Southern Region
Telangana,2020,3,Mahabubabad,2057383,4294089772,19.1040149,78.340105,Southern Region
Telangana,2020,3,Sangareddy,6800085,12980683897,19.1040149,78.340105,Southern Region
Telangana,2020,3,Wanaparthy,1234628,3016246623,16.3637095,78.0647251,Southern Region
Telangana,2020,3,Vikarabad,1608742,3284049784,16.3637095,78.0647251,Southern Region
Telangana,2020,3,Jagtial,2078603,5050134981,16.3637095,78.0647251,Southern Region
Telangana,2020,3,Yadadri Bhuvanagiri,2675838,5838319417,16.3637095,78.0647251,Southern Region
Telangana,2020,3,Medak,1948206,4236040846,16.3637095,78.0647251,Southern Region
Telangana,2020,3,Mahbubnagar,2371373,5055802637,16.5,78.25,Southern Region
Telangana,2020,3,Jaya Shankar Bhalupally,1439193,3673328300,16.5,78.25,Southern Region
Telangana,2020,3,Warangal Urban,7847624,17470830635,16.5,78.25,Southern Region
Telangana,2020,3,Rangareddy,29573243,51787722036,16.5,78.25,Southern Region
Telangana,2020,3,Hyderabad,99285803,2.28449E+11,16.5,78.25,Southern Region
Telangana,2020,3,Suryapet,2745417,6451797392,16.5,78.25,Southern Region
Telangana,2020,3,Jogulamba Gadwal,1269849,3465592565,16.5,78.25,Southern Region
Telangana,2020,3,Kamareddy,1931489,4253804724,16.5,78.25,Southern Region
Telangana,2020,3,Mulugu,700289,1906993182,16.5,78.25,Southern Region
Telangana,2020,3,Medchal Malkajgiri,28698311,48831695002,16.5,78.25,Southern Region
Telangana,2020,3,Karimnagar,4242409,9665080706,18.4424788,79.13072656,Southern Region
Telangana,2020,3,Mancherial,3056009,6633824054,18.4424788,79.13072656,Southern Region
Telangana,2020,3,Siddipet,3137039,7015923741,18.03098145,78.87839646,Southern Region
Telangana,2020,3,Khammam,4612672,10624076063,17.250782,80.1524,Southern Region
Telangana,2020,4,Narayanpet,1122820,2835819720,10.6878621,79.49794371,Southern Region
Telangana,2020,4,Nalgonda,7966177,19282405660,17.0557615,79.2779955,Southern Region
Telangana,2020,4,Jangaon,3031598,6561515594,17.0557615,79.2779955,Southern Region
Telangana,2020,4,Bhadradri Kothagudem,5185352,12782078782,17.0557615,79.2779955,Southern Region
Telangana,2020,4,Warangal Rural,3301035,7061015636,17.0557615,79.2779955,Southern Region
Telangana,2020,4,Kumuram Bheem Asifabad,1255788,2599620374,17.0557615,79.2779955,Southern Region
Telangana,2020,4,Nizamabad,5857682,15245199023,18.6687404,78.0989938,Southern Region
Telangana,2020,4,Adilabad,1494484,3501126353,19.1040149,78.340105,Southern Region
Telangana,2020,4,Rajanna Sircilla,2158748,5123169526,19.1040149,78.340105,Southern Region
Telangana,2020,4,Nagarkurnool,3613079,9022680673,19.1040149,78.340105,Southern Region
Telangana,2020,4,Peddapalle,5150603,10874763808,19.1040149,78.340105,Southern Region
Telangana,2020,4,Nirmal,1709052,4786165445,19.1040149,78.340105,Southern Region
Telangana,2020,4,Mahabubabad,2985467,6391599551,19.1040149,78.340105,Southern Region
Telangana,2020,4,Sangareddy,11444304,22088541539,19.1040149,78.340105,Southern Region
Telangana,2020,4,Wanaparthy,1878120,4653274169,16.3637095,78.0647251,Southern Region
Telangana,2020,4,Vikarabad,2521145,5380594708,16.3637095,78.0647251,Southern Region
Telangana,2020,4,Jagtial,3204589,8148634697,16.3637095,78.0647251,Southern Region
Telangana,2020,4,Yadadri Bhuvanagiri,4445644,10126950083,16.3637095,78.0647251,Southern Region
Telangana,2020,4,Medak,2913551,6627122842,16.3637095,78.0647251,Southern Region
Telangana,2020,4,Mahbubnagar,3778283,8337765905,16.5,78.25,Southern Region
Telangana,2020,4,Jaya Shankar Bhalupally,2144371,5358552577,16.5,78.25,Southern Region
Telangana,2020,4,Warangal Urban,11918795,25712185991,16.5,78.25,Southern Region
Telangana,2020,4,Rangareddy,53405219,89256130453,16.5,78.25,Southern Region
Telangana,2020,4,Hyderabad,117008707,2.43045E+11,16.5,78.25,Southern Region
Telangana,2020,4,Suryapet,4322234,10332732241,16.5,78.25,Southern Region
Telangana,2020,4,Jogulamba Gadwal,1815083,4716814931,16.5,78.25,Southern Region
Telangana,2020,4,Kamareddy,3045875,7470236115,16.5,78.25,Southern Region
Telangana,2020,4,Mulugu,1080109,2751716832,16.5,78.25,Southern Region
Telangana,2020,4,Medchal Malkajgiri,49900746,81801106073,16.5,78.25,Southern Region
Telangana,2020,4,Karimnagar,6853847,15369367186,18.4424788,79.13072656,Southern Region
Telangana,2020,4,Mancherial,5086014,10978959291,18.4424788,79.13072656,Southern Region
Telangana,2020,4,Siddipet,5009319,11662960490,18.03098145,78.87839646,Southern Region
Telangana,2020,4,Khammam,7035947,16464448770,17.250782,80.1524,Southern Region
Telangana,2021,1,Narayanpet,1167125,3310846779,10.6878621,79.49794371,Southern Region
Telangana,2021,1,Nalgonda,8018559,19628854223,17.0557615,79.2779955,Southern Region
Telangana,2021,1,Jangaon,3112444,6973669289,17.0557615,79.2779955,Southern Region
Telangana,2021,1,Bhadradri Kothagudem,5386614,13659056643,17.0557615,79.2779955,Southern Region
Telangana,2021,1,Warangal Rural,3145714,7121440710,17.0557615,79.2779955,Southern Region
Telangana,2021,1,Kumuram Bheem Asifabad,1378555,3157992831,17.0557615,79.2779955,Southern Region
Telangana,2021,1,Nizamabad,5831809,14665519256,18.6687404,78.0989938,Southern Region
Telangana,2021,1,Adilabad,1676245,4215815167,19.1040149,78.340105,Southern Region
Telangana,2021,1,Rajanna Sircilla,2140974,5260861082,19.1040149,78.340105,Southern Region
Telangana,2021,1,Nagarkurnool,3694212,10257144532,19.1040149,78.340105,Southern Region
Telangana,2021,1,Peddapalle,5112755,10786831119,19.1040149,78.340105,Southern Region
Telangana,2021,1,Nirmal,1744066,5096550372,19.1040149,78.340105,Southern Region
Telangana,2021,1,Mahabubabad,2942202,6803110883,19.1040149,78.340105,Southern Region
Telangana,2021,1,Sangareddy,12350347,23546322115,19.1040149,78.340105,Southern Region
Telangana,2021,1,Wanaparthy,1880504,5057446529,16.3637095,78.0647251,Southern Region
Telangana,2021,1,Vikarabad,2667959,6288645225,16.3637095,78.0647251,Southern Region
Telangana,2021,1,Jagtial,3293619,8495922767,16.3637095,78.0647251,Southern Region
Telangana,2021,1,Yadadri Bhuvanagiri,4682204,10482121487,16.3637095,78.0647251,Southern Region
Telangana,2021,1,Medak,2852487,6251716708,16.3637095,78.0647251,Southern Region
Telangana,2021,1,Mahbubnagar,4009637,9130053733,16.5,78.25,Southern Region
Telangana,2021,1,Jaya Shankar Bhalupally,2105785,5545124764,16.5,78.25,Southern Region
Telangana,2021,1,Warangal Urban,13629397,28292658503,16.5,78.25,Southern Region
Telangana,2021,1,Rangareddy,60675056,98883148961,16.5,78.25,Southern Region
Telangana,2021,1,Hyderabad,169703372,3.16572E+11,16.5,78.25,Southern Region
Telangana,2021,1,Suryapet,4438459,11053139674,16.5,78.25,Southern Region
Telangana,2021,1,Jogulamba Gadwal,1749281,4982989534,16.5,78.25,Southern Region
Telangana,2021,1,Kamareddy,2897037,7016072957,16.5,78.25,Southern Region
Telangana,2021,1,Mulugu,1158750,3293242509,16.5,78.25,Southern Region
Telangana,2021,1,Medchal Malkajgiri,54854446,87516738646,16.5,78.25,Southern Region
Telangana,2021,1,Karimnagar,6934134,15385243677,18.4424788,79.13072656,Southern Region
Telangana,2021,1,Mancherial,5080342,11065632623,18.4424788,79.13072656,Southern Region
Telangana,2021,1,Siddipet,5117034,11905435424,18.03098145,78.87839646,Southern Region
Telangana,2021,1,Khammam,7140986,17657527187,17.250782,80.1524,Southern Region
Telangana,2021,2,Narayanpet,1654354,4363288457,10.6878621,79.49794371,Southern Region
Telangana,2021,2,Nalgonda,10161723,25305904142,17.0557615,79.2779955,Southern Region
Telangana,2021,2,Jangaon,4101984,9097534046,17.0557615,79.2779955,Southern Region
Telangana,2021,2,Bhadradri Kothagudem,6854796,16726841231,17.0557615,79.2779955,Southern Region
Telangana,2021,2,Warangal Rural,4096643,9608357754,17.0557615,79.2779955,Southern Region
Telangana,2021,2,Kumuram Bheem Asifabad,1750108,3616140632,17.0557615,79.2779955,Southern Region
Telangana,2021,2,Nizamabad,7753597,21755545090,18.6687404,78.0989938,Southern Region
Telangana,2021,2,Adilabad,2085591,4963034634,19.1040149,78.340105,Southern Region
Telangana,2021,2,Rajanna Sircilla,2831321,6928172011,19.1040149,78.340105,Southern Region
Telangana,2021,2,Nagarkurnool,4876420,12210795742,19.1040149,78.340105,Southern Region
Telangana,2021,2,Peddapalle,6670402,14414394127,19.1040149,78.340105,Southern Region
Telangana,2021,2,Nirmal,2400460,7249341788,19.1040149,78.340105,Southern Region
Telangana,2021,2,Mahabubabad,3894628,9057754917,19.1040149,78.340105,Southern Region
Telangana,2021,2,Sangareddy,14851128,28799723417,19.1040149,78.340105,Southern Region
Telangana,2021,2,Wanaparthy,2603925,6670336829,16.3637095,78.0647251,Southern Region
Telangana,2021,2,Vikarabad,3556227,7761185954,16.3637095,78.0647251,Southern Region
Telangana,2021,2,Jagtial,4428112,12612225821,16.3637095,78.0647251,Southern Region
Telangana,2021,2,Yadadri Bhuvanagiri,5848194,13244058904,16.3637095,78.0647251,Southern Region
Telangana,2021,2,Medak,3415198,7629372344,16.3637095,78.0647251,Southern Region
Telangana,2021,2,Mahbubnagar,5064194,11391442175,16.5,78.25,Southern Region
Telangana,2021,2,Jaya Shankar Bhalupally,2675877,6859770059,16.5,78.25,Southern Region
Telangana,2021,2,Warangal Urban,15534189,35324332007,16.5,78.25,Southern Region
Telangana,2021,2,Rangareddy,63155281,1.13987E+11,16.5,78.25,Southern Region
Telangana,2021,2,Hyderabad,212326623,4.24873E+11,16.5,78.25,Southern Region
Telangana,2021,2,Suryapet,6058271,15856636127,16.5,78.25,Southern Region
Telangana,2021,2,Jogulamba Gadwal,2339787,6421818499,16.5,78.25,Southern Region
Telangana,2021,2,Kamareddy,3927221,10042472983,16.5,78.25,Southern Region
Telangana,2021,2,Mulugu,1462923,4115582610,16.5,78.25,Southern Region
Telangana,2021,2,Medchal Malkajgiri,58755991,1.02864E+11,16.5,78.25,Southern Region
Telangana,2021,2,Karimnagar,8548354,20534233591,18.4424788,79.13072656,Southern Region
Telangana,2021,2,Mancherial,6439833,13999260363,18.4424788,79.13072656,Southern Region
Telangana,2021,2,Siddipet,6647863,15903147261,18.03098145,78.87839646,Southern Region
Telangana,2021,2,Khammam,9096326,23771340185,17.250782,80.1524,Southern Region
Telangana,2021,3,Narayanpet,1866231,4774940526,10.6878621,79.49794371,Southern Region
